a	s	folder	dir	p	co_wes	note
A13436	N4365223D	R21017523-PL2021022002-N4365223D-pre	Project_s440g01198_42Samples_20210223_1614071837	P011343601		
A13436	T4362331D	R21017524-PL2021022003-T4362331D-pre	Project_s440g01198_42Samples_20210223_1614071837	P011343601		
A13442	N4422073D	R21017523-PL2021022002-N4422073D-pre	Project_s440g01198_42Samples_20210223_1614071837	P011344201		
A13442	T4427722D	R21017524-PL2021022003-T4427722D-pre	Project_s440g01198_42Samples_20210223_1614071837	P011344201		
A13446	N4467793D	R21017523-PL2021022002-N4467793D-pre	Project_s440g01198_42Samples_20210223_1614071837	P011344601		
A13446	T4468881D	R21017525-PL2021022004-T4468881D-pre	Project_s440g01198_42Samples_20210223_1614071837	P011344601		
A13447	N4476183D	R21017523-PL2021022002-N4476183D-pre	Project_s440g01198_42Samples_20210223_1614071837	P011344701		
A13447	T4474941D	R21017526-PL2021022005-T4474941D-pre	Project_s440g01198_42Samples_20210223_1614071837	P011344701		
A13448	N4487503D	R21017523-PL2021022002-N4487503D-pre	Project_s440g01198_42Samples_20210223_1614071837	P011344801		
A13448	T4485972D	R21017524-PL2021022003-T4485972D-pre	Project_s440g01198_42Samples_20210223_1614071837	P011344801		
A13449	N4498993D	R21017523-PL2021022002-N4498993D-pre	Project_s440g01198_42Samples_20210223_1614071837	P011344901		
A13449	T4492931D	R21017524-PL2021022003-T4492931D-pre	Project_s440g01198_42Samples_20210223_1614071837	P011344901		
A13450	N4509393D	R21017523-PL2021022002-N4509393D-pre	Project_s440g01198_42Samples_20210223_1614071837	P011345001		
A13450	T4504931D	R21017525-PL2021022004-T4504931D-pre	Project_s440g01198_42Samples_20210223_1614071837	P011345001		
A13454	N4544283D	R21017523-PL2021022002-N4544283D-pre	Project_s440g01198_42Samples_20210223_1614071837	P011345401		
A13454	T4549401D	R21017526-PL2021022005-T4549401D-pre	Project_s440g01198_42Samples_20210223_1614071837	P011345401		
A13455	N4554023D	R21017523-PL2021022002-N4554023D-pre	Project_s440g01198_42Samples_20210223_1614071837	P011345501		
A13455	T4555021D	R21017525-PL2021022004-T4555021D-pre	Project_s440g01198_42Samples_20210223_1614071837	P011345501		
A13441	N4417273D	R21018253-PL2021022301-N4417273D-pre	Project_s440g01200_6Samples_20210227_1614420829	P011344101		
A13441	T4412022D	R21018254-PL2021022302-T4412022D-pre	Project_s440g01200_6Samples_20210227_1614420829	P011344101		
A13463	N4638553D	R21018253-PL2021022301-N4638553D-pre	Project_s440g01200_6Samples_20210227_1614420829	P011346302		
A13467	N4678383D	R21018253-PL2021022301-N4678383D-pre	Project_s440g01200_6Samples_20210227_1614420829	P011346701		
A13467	T4677621D	R21018254-PL2021022302-T4677621D-pre	Project_s440g01200_6Samples_20210227_1614420829	P011346701		
A13468	N4689269	R21017248-LD20210220WES2-N4689269	Project_s440g01197_1Samples_20210227	P511346801		
A13468	T4682869	R21017247-LD20210220WES1-T4682869	Project_s440g01197_1Samples_20210226	P511346801		
A13309	T3091628D	R21017084-PL2021021804-T3091628D-pre	Project_s440g01195_6Samples_20210225	P011330902		
A13403	T4039058D	R21017084-PL2021021804-T4039058D-pre	Project_s440g01195_6Samples_20210225	P011340301		
A13422	T4223275R-RT	R21017245LU01	Project_s440e26718_1Samples_20210228_1614481963/	P521342201		
A13421	T4219655R-RT	R21017244LU01	Project_s440e26718_1Samples_20210228_1614481924/	P521342101		
A13398	N3981203D	R21015934-PL2021020601-N3981203D-pre	Project_s440g01192_5Samples_20210217_1613549525	P011339803		
A13398	T3982372D	R21015935-PL2021020602-T3982372D-pre	Project_s440g01192_5Samples_20210210_1612948324	P011339803		
A13434	N4343480D	R21017523-PL2021022002-N4343480D-pre	Project_s440g01198_42Samples_20210223_1614071837	P011343401		
A13434	T4343991D	R21018895-PL2021022502-T4343991D-pre	Project_s440g01203_9Samples_20210301_1614591863	P011343401		
A13457	N4579923D	R21018894-PL2021022501-N4579923D-pre	Project_s440g01203_9Samples_20210301_1614591863	P011345701		
A13457	T4575901D	R21018895-PL2021022502-T4575901D-pre	Project_s440g01203_9Samples_20210301_1614591863	P011345701		
A13472	N4722123D	R21018894-PL2021022501-N4722123D-pre	Project_s440g01203_9Samples_20210301_1614591863	P011347201		
A13472	T4729011D	R21018895-PL2021022502-T4729011D-pre	Project_s440g01203_9Samples_20210301_1614591863	P011347201		
A13473	N4736743D	R21018894-PL2021022501-N4736743D-pre	Project_s440g01203_9Samples_20210301_1614591863	P011347301		
A13473	T4736172D	R21018895-PL2021022502-T4736172D-pre	Project_s440g01203_9Samples_20210301_1614591863	P011347301		
A13474	N4749123D	R21018894-PL2021022501-N4749123D-pre	Project_s440g01203_9Samples_20210301_1614591863	P011347401		
A13474	T4748182D	R21018895-PL2021022502-T4748182D-pre	Project_s440g01203_9Samples_20210301_1614591863	P011347401		
A13466	N4661543D	R21019337-PL2021022701-N4661543D-pre	Project_s440g01205_4Samples_20210303_1614751924	P011346601		
A13466	T4661851D	R21019338-PL2021022702-T4661851D-pre	Project_s440g01205_4Samples_20210303_1614752436	P011346601		
A13475	N4757343D	R21019337-PL2021022701-N4757343D-pre	Project_s440g01205_4Samples_20210303_1614751924	P011347501		
A13475	T4754811D	R21019338-PL2021022702-T4754811D-pre	Project_s440g01205_4Samples_20210303_1614752436	P011347501		
A13480	N4804003D	R21019337-PL2021022701-N4804003D-pre	Project_s440g01205_4Samples_20210303_1614751924	P011348001		
A13480	T4807521D	R21019338-PL2021022702-T4807521D-pre	Project_s440g01205_4Samples_20210303_1614752436	P011348001		
A13485	N4859273D	R21019337-PL2021022701-N4859273D-pre	Project_s440g01205_4Samples_20210303_1614751924	P011348501		
A13485	T4855922D	R21019338-PL2021022702-T4855922D-pre	Project_s440g01205_4Samples_20210303_1614752436	P011348501		
A13495	T4951999	R21018893-KR2102231-R-T4951999	Project_s440g01202_1Samples_20210301_1614590778	P521349501		
A13463	T4637998D	R21018254-PL2021022302-T4637998D-pre	Project_s440g01200_3Samples_20210303	P011346302		
A13469	N4699283D	R21019759-PL2021030101-N4699283D-pre	Project_s440g01206_8Samples_20210305_1614928324	P471346901		
A13469	T4695802D	R21019760-PL2021030102-T4695802D-pre	Project_s440g01206_8Samples_20210305_1614928324	P471346901		
A13483	N4837013D	R21019759-PL2021030101-N4837013D-pre	Project_s440g01206_8Samples_20210305_1614928324	P471348301		
A13483	T4838942D	R21019760-PL2021030102-T4838942D-pre	Project_s440g01206_8Samples_20210305_1614928324	P471348301		
A13470	N4706203D	R21019759-PL2021030101-N4706203D-pre	Project_s440g01206_8Samples_20210305_1614928324	P471347001		
A13470	T4704532D	R21019760-PL2021030102-T4704532D-pre	Project_s440g01206_8Samples_20210305_1614928324	P471347001		
A13500	N5006593D	R21020581-PL2021030301-N5006593D-pre	Project_s440g01209_1Samples_20210307_1615108324	P481350001		
A13500	C5005093D	R21020582-PL2021030302-C5005093D-pre	Project_s440g01209_9Samples_20210307	P481350001		
A13486	N4861283D	R21020583-PL2021030303-N4861283D-pre	Project_s440g01209_9Samples_20210307	P471348601		
A13486	T4867861D	R21020584-PL2021030304-T4867861D-pre	Project_s440g01209_4Samples_20210313	P471348601		
A13488	N4887433D	R21020583-PL2021030303-N4887433D-pre	Project_s440g01209_9Samples_20210307	P471348801		
A13488	T4886021D	R21020584-PL2021030304-T4886021D-pre	Project_s440g01209_9Samples_20210307	P471348801		
A15092	N0413643D	R20071150-PL2020121601-N0413643D-pre	Project_s440g01140_4Samples_20201221_1608520417	P471509204		
A15092	T0413231D	R20071151-PL2020121602-T0413231D-pre	Project_s440g01140_6Samples_20201221_1608521310	P471509204		
A15013	N2479753D	R21007781-PL2021012001-N2479753D-pre	Project_s440g01174_8Samples_20210124_1611473267	P481501301		
A15013	C2476043D	R21007782-PL2021012002-C2476043D-pre	Project_s440g01174_8Samples_20210124_1611473267	P481501301		
A15005	N4104013D	R21017083-PL2021021803-N4104013D-pre	Project_s440g01195_27Samples_20210222_1613981524	P011500503		
A15005	T4103122D	R21017085-PL2021021805-T4103122D-pre	Project_s440g01195_27Samples_20210222_1613981524	P011500503		
A15005	N1987053D	R21004118-PL2021011201-N1987053D-pre	Project_s440g01165_9Samples_20210117_1610872245	P011500501		
A15005	T1985792D	R21004119-PL2021011202-T1985792D-pre	Project_s440g01165_9Samples_20210117_1610885858	P011500501		
A15080	N1219903D	R20076093-PL2020122904-N1219903D-pre	Project_s440g01154_26Samples_20210102_1609575453	P011508001		
A15080	T1212932D	R20074814-PL2020122604-T1212932D-pre	Project_s440g01150_5Samples_20210106	P011508001		
A15080	N4111973D	R20044632-PL2020091501-N4111973D-pre	Project_s440g01071_14Samples_20200920_1600604910	P011508002		
A15080	T4112692D	R20044633-PL2020091502-T4112692D-pre	Project_s440g01071_14Samples_20200920_1600604910	P011508002		
A15080	N9285773D	R20063761-PL2020112801-N9285773D-pre	Project_s440g01122_13Samples_20201202_1606907814	P011508004		
A15080	T9282101D	R20063763-PL2020112803-T9282101D-pre	Project_s440g01122_14Samples_20201202_1606896907	P011508004		
A15071	N1579883D	R20036442-PL2020081104-N1579883D-pre	Project_s440g01040_20Samples_20200819_1597839125	P011507103		
A15071	T1572872D	R20036441-PL2020081103-T1572872D-pre	Project_s440g01040_20Samples_20200819_1597839125	P011507103		
A15040	N3097393D	R21017082-PL2021021802-N3097393D-pre	Project_s440g01195_27Samples_20210222_1613981524	P011504001		
A15040	T3091628D	R21017084-PL2021021804-T3091628D-pre	Project_s440g01195_6Samples_20210225	P011504001		
A14994	N2099043D	R21005944-PL2021011601-N2099043D-pre	Project_s440g01171_8Samples_20210120_1611151923	P011499401		
A14994	T2097741D	R21005945-PL2021011602-T2097741D-pre	Project_s440g01171_8Samples_20210120_1611151923	P011499401		
A07352	N9346013D	R20063761-PL2020112801-N9346013D-pre	Project_s440g01122_13Samples_20201202_1606907814	P010735201		
A07352	T9343801D	R20063763-PL2020112803-T9343801D-pre	Project_s440g01122_21Samples_20201206	P010735201		
A14992	N4151953D	R21015937LU01	Project_s440e26715_1Samples_20210222_1613985474	P271499201		
A14992	C4154083D	R21015936LU01	Project_s440e26715_1Sample_20210223	P271499201		
A15008	N9829213D	R19047845LU01	Project_s440e26347_23Samples_20191107	P271500801		
A15008	C9829297D	R19047844LU01	Project_s440e26345_1Samples_20191109	P271500801		
A15008	N4132513D	R20043847LU01	Project_s440e26643_33Samples_20200917_1600345157	P011500803		
A15008	T4134022D	R20043848LU01	Project_s440e26643_33Samples_20200917_1600345157	P011500803		
A15071	N3041633D	R20015323LU01	Project_s440e26510_14Samples_20200514	P011507107		
A15071	T3045311D	R20015324LU01	Project_s440e26510_14Samples_20200514	P011507107		
A15077	N3357360D	R20042391LU01	Project_s440e26635_12Samples_20200911_1599815624	P011507701		
A15077	T3355921D	R20042392LU01	Project_s440e26635_6Samples_20200912_1599891451	P011507701		
A15008	N1494313D	R20076093-PL2020122904-N1494313D-pre	Project_s440g01154_26Samples_20210102_1609575453	P011500801		
A15008	T1499422D	R20076096-PL2020122907-T1499422D-pre	Project_s440g01154_3Samples_20210102	P011500801		
A07340	N2725543D	R21009198-PL2021012301-N2725543D-pre	Project_s440g01178_14Samples_20210128_1611825123	P010734001		
A07340	T2726328D	R21013723-PL2021020204-T2726328D-pre	Project_s440g01188_33Samples_20210206_1612606366	P010734001		
A15058	N2402389	R21004522-LD20210114WES3-N2402389	Project_s440g01166_1Samples_20210123_1611403923	P511505802		
A15058	T2404439	R21004520-LD20210114WES1-T2404439	Project_s440g01166_2Samples_20210122_1611317523	P511505802		
A15058	NArefV7	allref	ref_fastq_allhg19	P501505802		
A15058	T3179799	R21011787-LD20210130WES1-T3179799	Project_s440g01185_2Samples_20210205	P501505802		
A15058	NArefV7	allref	ref_fastq_allhg19	P501505801		
A15058	T2695089	R21007786-LD20210121WES1-T2695089	Project_s440g01175_1Sample_20210124	P501505801		
A15058	N4689269	R21017248-LD20210220WES2-N4689269	Project_s440g01197_1Samples_20210227	P511505801		
A15058	T4682869	R21017247-LD20210220WES1-T4682869	Project_s440g01197_1Samples_20210226	P511505801		
A15058	N5555965D	R21005275LU01	Project_s440e26708_1Samples_20210121_1611210270	P541505801		
A15058	T5557215D	R21005276LU01	Project_s440e26708_1Samples_20210121_1611210053	P541505801		
A15058	N5555965D	R21005275LU01	Project_s440e26708_1Samples_20210121_1611210270	P541505802		
A15058	T5557215D	R21005276LU01	Project_s440e26708_1Samples_20210121_1611210053	P541505802		
A15058	NArefV7	allref	ref_fastq_allhg19	P531505802		
A15058	T5557215D	R21005276LU01	Project_s440e26708_1Samples_20210121_1611210053	P531505802		
A15058	NArefV7	allref	ref_fastq_allhg19	P531505801		
A15058	T5557215D	R21005276LU01	Project_s440e26708_1Samples_20210121_1611210053	P531505801		
A13468	T4686159	R21016387LR01-MDX192481	罗玲MDX192481_20210301	P521346801		
A13498	N4985653D	R21019765LU01	Project_s440e26721_4Samples_20210309	P271349801		
A13523	T5239609	R21020225-MDX192490-RL-T5239609	Project_s440g01208_3Samples_20210306_1615029173	P521352301		
A13525	T5251779	R21020227-MDX192494-RL-T5251779	Project_s440g01208_3Samples_20210306_1615029173	P521352501		
A13524	T5243499	R21020226-MDX192493-RL-T5243499	Project_s440g01208_3Samples_20210306_1615029173	P521352401		
A13498	C4982763D	R21019764LU01	Project_s440e26721_1Sample_20210308	P271349801_pre		
A13509	N5097870D	R21022328-PL2021030601-N5097870D-pre	Project_s440g01213_7Samples_20210311_1615450790	P011350901		
A13509	T5092291D	R21022329-PL2021030602-T5092291D-pre	Project_s440g01213_7Samples_20210310_1615364500	P011350901		
A13516	N5165113D	R21022328-PL2021030601-N5165113D-pre	Project_s440g01213_7Samples_20210311_1615450790	P011351601		
A13516	T5161601D	R21022329-PL2021030602-T5161601D-pre	Project_s440g01213_7Samples_20210310_1615364500	P011351601		
A13517	N5179693D	R21022328-PL2021030601-N5179693D-pre	Project_s440g01213_7Samples_20210311_1615450790	P011351701		
A13518	N5182303D	R21022328-PL2021030601-N5182303D-pre	Project_s440g01213_7Samples_20210311_1615450790	P011351801		
A13528	N5289863D	R21022328-PL2021030601-N5289863D-pre	Project_s440g01213_7Samples_20210311_1615450790	P011352801		
A13528	T5287542D	R21022329-PL2021030602-T5287542D-pre	Project_s440g01213_7Samples_20210310_1615364500	P011352801		
A13531	N5312703D	R21022328-PL2021030601-N5312703D-pre	Project_s440g01213_7Samples_20210311_1615450790	P011353101		
A13531	T5311841D	R21022329-PL2021030602-T5311841D-pre	Project_s440g01213_7Samples_20210310_1615364500	P011353101		
A13536	N5361603D	R21022328-PL2021030601-N5361603D-pre	Project_s440g01213_7Samples_20210311_1615450790	P011353601		
A13536	T5362851D	R21022329-PL2021030602-T5362851D-pre	Project_s440g01213_7Samples_20210310_1615364500	P011353601		
A13525	N5254839	R21021681-LD20210305WES2-N5254839	Project_s440g01210_1Samples_20210311_1615454456	P511352501		
A13523	NArefV7	allref	ref_fastq_allhg19	P501352301		
A13525	T5231499	R21021680-LD20210305WES1-T5231499	Project_s440g01210_2Samples_20210311_1615452389	P511352501		
A13523	T5257989	R21021680-LD20210305WES1-T5257989	Project_s440g01210_2Samples_20210311_1615452389	P501352301		
HD832	HD832-50-pre	R21010430-PL2021012602-HD832-50-pre	Project_s440g01180_2Samples_20210205	HD832510KT30		
HD832	HD832-100-pre	R21010430-PL2021012602-HD832-100-pre	Project_s440g01180_2Samples_20210205	HD832510KT31		
HD832	NArefV7	allref	ref_fastq_allhg19	HD832510KT30		
HD832	NArefV7	allref	ref_fastq_allhg19	HD832510KT31		
HD832	HD832-50-pre	R21020222-PL2021030201-HD832-50-pre	Project_s440g01207_25Samples_20210306_1615029285	HD832510KT32		
HD832	NArefV7	allref	ref_fastq_allhg19	HD832510KT32		
A13505	N5053973D	R21021682-PL2021030401-N5053973D-pre	Project_s440g01211_2Samples_20210311_1615457688	P011350501		
A13505	T5058721D	R21021683-PL2021030402-T5058721D-pre	Project_s440g01211_2Samples_20210311_1615457688	P011350501		
ALU14762	LU-01-1476-2	R21017017LU01	Project_s1567r14003_1Samples_20210306_1615007524	P23ALU14762		
ALU14761	NLU-01-1375B	R20043966LU01	Project_s1567e19002_1Samples_20200921_1600672334	PALU14761T		
ALU14761	TLU-01-1476-1	R21017016LU01	Project_s1567e19004_1Samples_20210303_1614762723	PALU14761T		
A13463	T4637411D	R21020224-PL2021030203-T4637411D-pre	Project_s440g01207-CC_25Samples_20210312_1615541870	P011346303		
A13482	T4824408D	R21020224-PL2021030203-T4824408D-pre	Project_s440g01207-CC_25Samples_20210312_1615541870	P011348201		
A13489	T4894162D	R21020224-PL2021030203-T4894162D-pre	Project_s440g01207-CC_25Samples_20210312_1615541870	P011348901		
A13494	T4941542D	R21020224-PL2021030203-T4941542D-pre	Project_s440g01207-CC_25Samples_20210312_1615541870	P011349401		
A13501	T5011308D	R21020224-PL2021030203-T5011308D-pre	Project_s440g01207-CC_25Samples_20210312_1615541870	P011350101		
A13503	T5038301D	R21020224-PL2021030203-T5038301D-pre	Project_s440g01207-CC_25Samples_20210312_1615541870	P011350301		
A13463	N4638553D	R21018253-PL2021022301-N4638553D-pre	Project_s440g01200_6Samples_20210227_1614420829	P011346303		
A13476	N4766153D	R21020222-PL2021030201-N4766153D-pre	Project_s440g01207-CC_25Samples_20210312_1615541870	P011347601		
A13504	N5041373D	R21020222-PL2021030201-N5041373D-pre	Project_s440g01207-CC_25Samples_20210312_1615541870	P011350401		
A13503	N5037873D	R21020222-PL2021030201-N5037873D-pre	Project_s440g01207-CC_25Samples_20210312_1615541870	P011350301		
A13501	N5011063D	R21020222-PL2021030201-N5011063D-pre	Project_s440g01207-CC_25Samples_20210312_1615541870	P011350101		
A13499	N4998653D	R21020222-PL2021030201-N4998653D-pre	Project_s440g01207-CC_25Samples_20210312_1615541870	P011349901		
A13494	N4942043D	R21020222-PL2021030201-N4942043D-pre	Project_s440g01207-CC_25Samples_20210312_1615541870	P011349401		
A13492	N4924173D	R21020222-PL2021030201-N4924173D-pre	Project_s440g01207-CC_25Samples_20210312_1615541870	P011349201		
A13491	N4911313D	R21020222-PL2021030201-N4911313D-pre	Project_s440g01207-CC_25Samples_20210312_1615541870	P011349101		
A13490	N4905833D	R21020222-PL2021030201-N4905833D-pre	Project_s440g01207-CC_25Samples_20210312_1615541870	P011349001		
A13489	N4895053D	R21020222-PL2021030201-N4895053D-pre	Project_s440g01207-CC_25Samples_20210312_1615541870	P011348901		
A13482	N4824243D	R21020222-PL2021030201-N4824243D-pre	Project_s440g01207-CC_25Samples_20210312_1615541870	P011348201		
A13476	T4767731D1	R21020223-PL2021030202-T4767731D1-pre	Project_s440g01207-CC_25Samples_20210312_1615541870	P011347601		
A13490	T4904852D	R21020223-PL2021030202-T4904852D-pre	Project_s440g01207-CC_25Samples_20210312_1615541870	P011349001		
A13491	T4918661D	R21020223-PL2021030202-T4918661D-pre	Project_s440g01207-CC_25Samples_20210312_1615541870	P011349101		
A13499	T4997802D	R21020223-PL2021030202-T4997802D-pre	Project_s440g01207-CC_25Samples_20210312_1615541870	P011349901		
A13504	T5043202D	R21020223-PL2021030202-T5043202D-pre	Project_s440g01207-CC_25Samples_20210312_1615541870	P011350401		
A13498	C4982763D	R21022651LU01	Project_s440e26723_8Samples_20210313_1615630439	P271349801		
A13529	N5294383D	R21023873-PL2021031001-N5294383D-pre	Project_s440g01218_6Samples_20210314_1615709738	P471352901		
A13529	T5294052D	R21023874-PL2021031002-T5294052D-pre	Project_s440g01218_6Samples_20210314_1615709738	P471352901		
A13517	T5175361D	R21022329-PL2021030602-T5175361D-pre	Project_s440g01213_7Samples_20210314	P011351701		
A13518	T5183901D	R21022329-PL2021030602-T5183901D-pre	Project_s440g01213_7Samples_20210314	P011351801		
C00000	NLU011375B	R20043966LU01	Project_s1567e19002_1Samples_20200921_1600672334	P0100000resisPDX		
C00000	TLU0114762	R21017016LU01	Project_s1567e19004_1Samples_20210303_1614762723	P0100000resisPDX		
C00000	TLU0114762	R21017017LU01	Project_s1567r14003_1Samples_20210306_1615007524	P23KY00000resisPDX		
A13492	T4926551D	R21024277-PL2021031101-T4926551D-pre	Project_s440g01219_4Samples_20210315_1615803125	P011349201		
A13430	N4307303D	R21017522-PL2021022001-N4307303D-pre	Project_s440g01198_42Samples_20210223_1614071837	P011343002		
A13430	T4305772D	R21017525-PL2021022004-T4305772D-pre	Project_s440g01198_42Samples_20210223_1614071837	P011343002		
A13469	T4695802D	R21024816-PL2021031203-T4695802D-pre	Project_s440g01220_8Samples_20210316_1615890046	P471346901t		
A13470	T4704532D	R21024816-PL2021031203-T4704532D-pre	Project_s440g01220_8Samples_20210316_1615890046	P471347001t		
A13477	T4774892D	R21024816-PL2021031203-T4774892D-pre	Project_s440g01220_8Samples_20210316_1615890046	P471347701t		
A13483	T4838942D	R21024816-PL2021031203-T4838942D-pre	Project_s440g01220_8Samples_20210316_1615890046	P471348301t		
A13469	N4699283D	R21019759-PL2021030101-N4699283D-pre	Project_s440g01206_8Samples_20210305_1614928324	P471346901t		
A13470	N4706203D	R21019759-PL2021030101-N4706203D-pre	Project_s440g01206_8Samples_20210305_1614928324	P471347001t		
A13477	N4777853D	R21019759-PL2021030101-N4777853D-pre	Project_s440g01206_8Samples_20210305_1614928324	P471347701t		
A13483	N4837013D	R21019759-PL2021030101-N4837013D-pre	Project_s440g01206_8Samples_20210305_1614928324	P471348301t		
A13404	N4046563D	R21024814-PL2021031201-N4046563D-pre	Project_s440g01220_8Samples_20210316_1615890046	P471340401		
A13404	T4041702D	R21024815-PL2021031202-T4041702D-pre	Project_s440g01220_8Samples_20210316_1615890046	P471340401		
A13526	N5265793D	R21024814-PL2021031201-N5265793D-pre	Project_s440g01220_8Samples_20210316_1615890046	P471352601		
A13563	T5636509	R21023145-MDX192503-RL-T5636509	Project_s440g01216_1Samples_20210313_1615616072	P521356301		
A13526	T5267301D	R21024815-PL2021031202-T5267301D-pre	Project_s440g01220_8Samples_20210316_1615890046	P471352601		
A13571	N5717723D	R21025031-PL2021031302-N5717723D-pre	Project_s440g01221_25Samples_20210317_1615977767	P011357101		
A13571	T5713742D	R21025033-PL2021031304-T5713742D-pre	Project_s440g01221_25Samples_20210317_1615977767	P011357101		
A13570	N5703933D	R21025031-PL2021031302-N5703933D-pre	Project_s440g01221_25Samples_20210317_1615977767	P011357001		
A13570	T5705442D	R21025032-PL2021031303-T5705442D-pre	Project_s440g01221_25Samples_20210317_1615977767	P011357001		
A13567	N5675113D	R21025031-PL2021031302-N5675113D-pre	Project_s440g01221_25Samples_20210317_1615977767	P011356701		
A13567	T5678302D	R21025033-PL2021031304-T5678302D-pre	Project_s440g01221_25Samples_20210317_1615977767	P011356701		
A13559	N5596983D	R21025031-PL2021031302-N5596983D-pre	Project_s440g01221_25Samples_20210317_1615977767	P011355901		
A13565	T5652262D	R21025030-PL2021031301-T5652262D-pre	Project_s440g01221_1Sample_20210321	P011356501		
A13559	T5594212D	R21025032-PL2021031303-T5594212D-pre	Project_s440g01221_25Samples_20210317_1615977767	P011355901		
A13534	N5349633D	R21025031-PL2021031302-N5349633D-pre	Project_s440g01221_25Samples_20210317_1615977767	P011353402		
A13534	T5341902D	R21025033-PL2021031304-T5341902D-pre	Project_s440g01221_25Samples_20210317_1615977767	P011353402		
A13534	N5349633D	R21025031-PL2021031302-N5349633D-pre	Project_s440g01221_25Samples_20210317_1615977767	P011353401		
A13534	T5347222D	R21025032-PL2021031303-T5347222D-pre	Project_s440g01221_25Samples_20210317_1615977767	P011353401		
A13532	N5324320D	R21023146-PL2021030901-N5324320D-pre	Project_s440g01217_6Samples_20210313_1615615925	P011353201		
A13532	T5325561D	R21028845-PL2021032201-XX-T5323261D-pre	Project_s440g01234_7Samples_20210329_1617009145	P011353201		
A13555	N5551793D	R21026400-PL2021031804-N5551793D-pre	Project_s440g01225_27Samples_20210322_1616405686	P011355502		
A13555	T5558462D	R21026401-PL2021031805-T5558462D-pre	Project_s440g01225_27Samples_20210322_1616405686	P011355502		
A13539	N5399433D	R21024281-PL2021031105-N5399433D-pre	Project_s440g01219_4Samples_20210315_1615803125	P011353901		
A13539	T5393552D	R21024280-PL2021031104-T5393552D-pre	Project_s440g01219-CS_2Samples_20210318_1616055125	P011353901		
A13540	N5408443D	R21024281-PL2021031105-N5408443D-pre	Project_s440g01219_4Samples_20210315_1615803125	P011354001		
A13540	T5408421D	R21024280-PL2021031104-T5408421D-pre	Project_s440g01219-CS_2Samples_20210318_1616055125	P011354001		
A13544	N5446153D	R21024279-PL2021031103-N5446153D-pre	Project_s440g01219_1Samples_20210318_1616058725	P011354401		
A13544	T5441661D	R21024278-PL2021031102-T5441661D-pre	Project_s440g01219-CS_1Samples_20210318_1616052843	P011354401		
A13533	N5339063D	R21023146-PL2021030901-N5339063D-pre	Project_s440g01217-CC_6Samples_20210319_1616152325	P011353301		
A13533	T5338092D	R21023147-PL2021030902-T5338092D-pre	Project_s440g01217-CC_6Samples_20210319_1616152325	P011353301		
A13549	N5496140D	R21025696-PL2021031601-N5496140D-pre	Project_s440g01223_21Samples_20210320_1616242324	P011354901		
A13549	T5494931D	R21025697-PL2021031602-T5494931D-pre	Project_s440g01223_21Samples_20210320_1616242324	P011354901		
A13556	N5567193D	R21025696-PL2021031601-N5567193D-pre	Project_s440g01223_21Samples_20210320_1616242324	P011355601		
A13556	T5568332D	R21025697-PL2021031602-T5568332D-pre	Project_s440g01223_21Samples_20210320_1616242324	P011355601		
A13560	N5601853D	R21025696-PL2021031601-N5601853D-pre	Project_s440g01223_21Samples_20210320_1616242324	P011356001		
A13560	T5605141D	R21025697-PL2021031602-T5605141D-pre	Project_s440g01223_21Samples_20210320_1616242324	P011356001		
A13575	N5759103D	R21025696-PL2021031601-N5759103D-pre	Project_s440g01223_21Samples_20210320_1616242324	P011357501		
A13575	T5755682D	R21025697-PL2021031602-T5755682D-pre	Project_s440g01223_21Samples_20210320_1616242324	P011357501		
A13575	N5759103D	R21025696-PL2021031601-N5759103D-pre	Project_s440g01223_21Samples_20210320_1616242324	P011357502		
A13576	N5769313D	R21025696-PL2021031601-N5769313D-pre	Project_s440g01223_21Samples_20210320_1616242324	P011357601		
A13575	T5758741D	R21027942-PL2021032301-T5758741D-pre	Project_s440g01231_21Samples_20210327_1616839923	P011357502		
A13576	T5761831D	R21025697-PL2021031602-T5761831D-pre	Project_s440g01223_21Samples_20210320_1616242324	P011357601		
A13577	N5778933D	R21025696-PL2021031601-N5778933D-pre	Project_s440g01223_21Samples_20210320_1616242324	P011357701		
A13577	T5771782D	R21025698-PL2021031603-T5771782D-pre	Project_s440g01223_21Samples_20210320_1616242324	P011357701		
A13583	N5835923D	R21025696-PL2021031601-N5835923D-pre	Project_s440g01223_21Samples_20210320_1616242324	P011358301		
A13583	T5833381D	R21025697-PL2021031602-T5833381D-pre	Project_s440g01223_21Samples_20210320_1616242324	P011358301		
A13585	N5858753D	R21025696-PL2021031601-N5858753D-pre	Project_s440g01223_21Samples_20210320_1616242324	P011358501		
A13585	T5859052D	R21025698-PL2021031603-T5859052D-pre	Project_s440g01223_21Samples_20210320_1616242324	P011358501		
A13588	N5882393D	R21025696-PL2021031601-N5882393D-pre	Project_s440g01223_21Samples_20210320_1616242324	P011358801		
A13588	T5886752D	R21025698-PL2021031603-T5886752D-pre	Project_s440g01223_21Samples_20210320_1616242324	P011358801		
A13589	N5897373D	R21025696-PL2021031601-N5897373D-pre	Project_s440g01223_21Samples_20210320_1616242324	P011358901		
A13589	T5899422D	R21025697-PL2021031602-T5899422D-pre	Project_s440g01223_21Samples_20210320_1616242324	P011358901		
A13548	N5483390D1	R21025900-PL2021031701-N5483390D1-pre	Project_s440g01224_7Samples_20210321_1616325145	P471354801		
