P056	P066	P069	P061	P072	P060	P077	P075	P058	P073	P065	P071	P078	P052	P053	P049	P054	P064	P070	P076	P059	P048	P003	P031	P008	P015	P017	P005	P057	P012	P006	P014	P004	P011	P010	P032	P051	P062	P067	P020	P023	P036	P002	P026	P055	P050	P030	P074	P009	P025	P007	P021	P022	P019	P029	P028	P027	P013	P045	P037	P042	P038	P034	P040	P039	P033	P044	P041	P043	P046	P016	P024	P035	P018
HALLMARK_APICAL_SURFACE	0.200339852011479	-0.11448495601198	0.0802117179670122	0.0175723874667783	-0.0150208786133199	0.122064198685464	0.14945446213315	0.182450827770835	0.101964439653945	-0.0178824032144988	0.197021667955278	-0.0582609141414745	0.248422453769102	0.0490779710365329	-0.0963857025156739	0.0232945210273392	-0.064408922871855	0.169719692216607	0.11917212632121	-0.139704704030646	-0.0138136357272105	0.187262672759383	0.134496310941599	0.123505533345068	-0.0851255853502458	0.0334831710084804	0.0239679196791872	0.130167466855714	0.0222833744735694	0.0376795967960027	-0.0497984590004695	0.117918492005743	-0.096135183564206	0.220276285354123	0.115460705758939	0.0188703335487213	-0.165727807057528	-0.0417391937062674	-0.0692971126907392	-0.0806837563045178	-0.221533431806323	0.20121334054144	0.270493613146273	0.0218766512326144	0.119394831136681	0.150011145779602	0.276367691811965	0.152502438549963	-0.0642674047073569	-0.0866971362411662	0.180016785344879	-0.00220872934432573	0.106966160730731	0.0720498972920159	0.0774674025966409	-0.0783244043740922	0.147723572613269	-0.00838796749433312	-0.181292854020492	-0.0548463477820071	-0.103280541381424	0.121053509755801	0.0954074000411125	0.0267308560399044	0.074138265536132	0.118342407206373	0.159241126985367	0.189146208881642	0.0446087657376713	-0.0541335615457592	0.0644605057223255	-0.0961177315324226	0.0864887211673025	0.0031860315058313
HALLMARK_HEDGEHOG_SIGNALING	0.188043849372796	0.00460532040969047	0.148196470155871	0.0340323740766883	0.103091016871947	0.174251844333235	0.0825691756138901	0.0776456459998377	0.103295382439468	0.0155762330024838	0.0699451872267008	0.0828739007565539	0.118821514488603	-0.0160896301179385	0.0331526954783121	0.0166273715415603	-0.068587543849032	0.0833848324098873	-0.065459878066061	-0.00761076867102413	0.133979479321455	0.0349666784900487	0.053631347484643	0.047067468041775	-0.0361655920413107	-0.0235215334256425	-0.0163575540476407	0.125353182617833	0.113822770277837	0.0925766672520055	0.0847266671777727	0.0162207285161523	-0.039075745596417	-0.00278727555125023	0.106599470464689	0.166761813715601	-0.0754029905501946	0.0446548615240022	0.0225675945203171	0.0914263625791671	0.0102992565698105	0.0963225398502647	0.121046610310572	0.0578823541238536	-0.0309376611678657	-0.0330219003303189	0.125596531224323	0.0393746108821303	-0.0351148655232655	0.0544651584378119	-0.101089535642	0.181810581548848	0.254153196722278	0.18962536871383	0.0792204668484315	0.0732613214497418	0.165174935895611	0.0394825582984308	0.0167510108759362	0.00490758126288154	0.0137144548410114	0.153716975205033	0.0425372755261989	0.132790244949825	0.124196517426481	0.265574414740418	0.127887977386626	0.133888778304122	0.0850189033014168	-0.0285235997912953	0.142100297839034	0.0806260489099946	0.110711059814237	0.0992880053934294
HALLMARK_COMPLEMENT	-0.0234143620519575	-0.0842282736862427	-0.0539011409378675	0.0818157376456055	-0.0171848664193701	0.138590774246576	-0.100427802549702	0.32221143963463	0.10670646768936	-0.129962616123299	0.187235133157019	0.0335145453820391	0.10449149706688	0.16536570877552	-0.107489893435393	-0.20220122842197	0.174049501431319	0.143180249497595	0.263631469899829	-0.143966013577491	-0.106473702369355	0.110102464749402	0.239315481685495	0.291832228059432	0.180937312078887	-0.0294454262680252	0.112969084245762	0.189701063575752	0.0446660032626863	0.0574560182880597	0.22407945602188	0.0223244734438442	-0.139270721702919	0.299142357200904	0.01555070717654	-0.0341108085158572	-0.114905589028718	-0.177736678910264	-0.14284403381409	-0.172939469203886	-0.0650831989501878	0.22745529066797	0.111517581198929	0.0879014614898891	-0.14337815419409	0.130770039722867	0.23331913240069	-0.0405131639261274	0.15068500304685	-0.0620235305757731	0.208680688865302	0.115409577229382	0.0909547948098408	0.010142071579888	0.270169579453078	0.107069274595467	0.221702976111764	0.0696956048938671	-0.188486918186558	0.05552759662798	-0.0853498220566015	0.0133163581404626	-0.15821705302354	0.123589669845743	-0.0511203969415998	0.127899840076123	0.163887867682077	0.275657250592777	-0.103317855566729	-0.0893900704055834	0.219865645665543	0.124670523319645	-0.00129369729886605	-0.0678383351926994
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.0468757445343653	-0.219221438136717	0.00491959271735632	-0.00452671951296401	-0.111471733519965	0.148528807782516	-0.136317208856187	0.318918281115572	0.110455290136141	-0.143827944251881	0.142888838150199	0.123451956054547	0.22618776644989	0.0377986203061255	-0.139837503091301	-0.117185838857269	0.250637846557599	0.177760535230271	0.138858584708584	-0.17795786655578	0.00343554274408699	0.198840132875168	0.162688719778735	0.355993902695696	0.203908538207679	-0.0491608645516041	0.186911350541004	0.176521094732249	0.175286422480373	0.215605078424731	0.228366882529753	0.043194573726925	-0.292068274471752	0.255278016933414	0.141214969362945	0.167229781537152	-0.193210131097771	-0.312642334788913	-0.196715615590868	-0.322251412595156	-0.218161111867443	0.0372569167417807	0.226750761156107	0.0921297719038541	-0.120139964079272	0.078598931317146	0.297481725530079	0.099140035861056	0.190023422070222	-0.0759592463880688	0.272802257919951	0.110847625229977	0.150613531436474	-0.0120160287417561	0.390034324995605	0.0808716137802408	0.240909422210219	0.0440685709886307	-0.27788882368036	-0.166857454024973	-0.0284500035854081	-0.209653322745187	-0.0812697100226182	0.211562501530783	-0.114307737344833	0.144713487525487	0.0784560070318917	0.133856968744387	-0.112616437701387	-0.0326389844278089	0.115559102947868	0.180954498907295	-0.158882960905342	-0.150146343641544
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.0856992724859538	0.0453745543208776	0.0347883154183412	0.158774753592658	0.145931465826611	0.18795428960007	-0.171334622031895	0.170703551332965	0.121277377615978	0.0728130400579388	0.0388501308223544	0.163673867402032	0.050041423369148	-0.0707744490786679	0.0411819386508894	-0.0999100369800509	-0.00986755752423886	0.00992059927629498	0.0208611431747641	-0.0297579540969837	0.0862297299968336	-0.0326838266276214	0.0982392976092352	0.168205495585386	0.0241863771606371	-0.121633727132322	0.0531413677060651	0.0127280130317471	-0.0721637406953482	0.0792875771417888	0.0927681405066439	0.0412747246607413	-0.00269793227593107	0.102793705444149	0.153255792613676	-0.0426763887228226	-0.153168770530998	-0.228237765071962	-0.0126850053372343	0.0339664857891984	0.0293765451482735	0.115019957123842	0.109407547104392	0.0912869779749214	-0.192345413786096	-0.124080851048685	0.137035732857653	-0.117554604769083	0.136442925663219	0.144589445321712	0.049774118895902	0.129354502797744	0.18863893345081	0.138629298964319	0.189278682857716	0.0153965223211828	0.122805389115371	0.0490199799181415	0.100559489623829	0.0907075889808627	-0.0462038435787318	-0.0698434499693774	0.0607213601434744	0.0774696812869591	0.0221078035876311	0.123397467679473	0.177066397966095	0.0782405366981103	0.0478327507636274	0.0542035277382922	0.18379068446617	0.00554627761892094	0.163047795601418	0.103672988963697
HALLMARK_MTORC1_SIGNALING	0.09239197187028	-0.211712139880208	-0.0124490939195563	0.0450340759476367	0.121025817483005	0.0850729970437687	-0.295951876587718	0.311092461771204	0.0202599256010072	-0.0270028522369745	0.0838169521910155	0.0996149949256065	0.075874201692141	-0.0576678917870307	-0.102717968269957	-0.103570100214779	0.145053804536048	0.249317762312053	0.121976669139557	-0.232001061713991	0.0525369979623787	0.138664649380568	0.200213117593886	0.333518147005926	0.05424515217633	-0.0981924904829414	0.0692446914693732	0.223130550795768	0.0680141210134824	0.0438194188463212	0.289720121410392	-0.0826582775806892	-0.101800866107077	0.269486121958788	0.17013620768729	0.0466184801621375	-0.261649033301166	-0.2960679317419	-0.310991231397559	-0.272881350025635	-0.0471255216914913	0.211766118199351	0.29922712875854	0.0691105898625787	-0.166193447372475	-0.0881017458144813	0.254028603484401	-0.166672852139259	0.15729456156749	-0.00655853135016779	0.251086537164508	0.299425172052205	0.278846716312143	0.081982580729898	0.288502455401819	0.0784563343842556	0.307565399657282	0.178838676821455	-0.216084618840536	-0.0310534960135862	-0.128119238309987	-0.0388991369187857	-0.100048875287495	0.234462520825683	-0.0310299843849644	0.191770951493463	0.142459728423951	0.180689572112703	-0.0720792923655931	-0.184151891210155	0.289031980561342	0.0012549283753013	0.0695001170921531	0.0959752157352199
HALLMARK_E2F_TARGETS	0.159350607094899	-0.390875883501895	-0.443484189768897	0.423885959984387	0.419920583108006	-0.0176641067242813	-0.211667444059216	-0.0826821418841965	-0.0458794905686466	0.429881400895532	-0.181066713201126	0.137265568736238	0.0374725296396902	-0.338766095366504	-0.30407073519676	0.198199189736135	-0.118463608104896	0.146656775499047	-0.0676988361881093	-0.352987262929765	-0.0570418374537022	0.0995786117350394	-0.179062816123143	0.0901009595089799	-0.42516167815958	-0.160244640939087	0.0710489116241511	0.241543297519976	-0.27067783248447	-0.00143809145612061	-0.0688358138661684	0.189466294791601	0.298195510735894	0.0552377702814047	0.252627692815315	-0.0697609089631776	-0.244946137135551	-0.177156253630782	-0.152949416764501	0.0126861664212232	-0.271327705917124	0.151594755101658	0.325479534827605	-0.0629453102358536	-0.204587324445625	-0.34944851157966	0.189433931952538	-0.28021915222161	-0.397452150686163	0.109862618771547	0.232210886324987	0.159218803947503	0.177855485666434	0.397663194392626	-0.138539428121301	-0.273852674032185	0.339469123080105	0.342183113774766	-0.0611746955840098	-0.129900786759069	-0.0315746415205951	0.0716448846390223	0.256042406259061	0.241568773460393	0.444932179158974	0.330409816805685	0.0625284400618934	-0.0839067703510813	0.342423598990738	-0.157297989719683	-0.294070556087799	-0.278215386156876	0.382962018181295	0.427314066610413
HALLMARK_MYC_TARGETS_V1	0.0539039836129385	-0.399699304466315	-0.287764323855491	0.343628777674327	0.324330531974776	0.0622215342627852	-0.309514091473851	0.060831595445952	-0.0369070783441366	0.173299169301257	0.121401823253682	0.362461852932882	0.102161075092336	-0.310403121400794	-0.32161046232859	0.0571737839139279	-0.0128434096334774	0.255717526565984	-0.0337671529126109	-0.426867498880762	-0.0891179988890828	-0.022905664671001	-0.00347093980326796	0.238463095869562	-0.188989405143774	-0.229583898296165	0.0518792898361787	0.00748363895275155	0.00403528354479855	-0.0076745480669955	0.191394134857518	0.0558076447681028	0.174658629460843	0.157640385428341	0.187250678317688	-0.132157658715935	-0.187860234796252	-0.297189557217303	-0.172187579664469	-0.254812801766929	-0.191087803832067	0.21817353421595	0.357709069364676	-0.0868061181476752	-0.306539518945989	-0.293914763829634	0.238355390777838	-0.349595478297226	-0.103873007560084	0.201018458734766	0.260993575745116	0.250038725669762	0.255245393415826	0.35366888311748	0.199660654117031	-0.10200226432049	0.355855286467063	0.250281388840162	-0.275919882796847	-0.124115644731555	-0.378949433380528	-0.0608298752465644	0.00103650491362408	0.207035659530076	0.298795305867306	0.301907036151958	0.226423429400009	-0.0278776714670425	0.0952555034389145	0.0315604977129208	0.127809415422834	-0.439294513277405	0.337973996772124	0.183517922240833
HALLMARK_MYC_TARGETS_V2	0.00884534527341996	-0.408903644460628	-0.262027297655572	0.275304985439413	0.167774394287024	0.0774294699404521	-0.249790433525467	0.22225888401639	-0.156463108563049	-0.0355776748345549	0.139853798852152	0.434294747001294	0.182087002451718	-0.334822293906444	-0.152091214260279	0.0290979959140749	-0.000788020502567007	0.0870931240650202	-0.167389810627404	-0.378942947758467	0.0829865162315592	0.050745993300996	0.0897236202344938	0.311366071049679	-0.137038147107352	-0.17821946861121	-0.0542570138600168	0.0586465421278791	-0.0537409406647758	-0.100289891409376	0.233165546595067	0.114198780087777	-0.137039614552083	0.190286796168898	0.0761772890809056	0.10670849638827	-0.270154357108187	-0.315122440156313	-0.123850953101427	-0.207847740513129	-0.259125518397189	0.10537289542014	0.317898358825031	-0.0343266002732703	-0.319999118590986	-0.253868027346058	0.273771003326236	-0.208210278527614	-0.0236322337219077	0.273092081935067	0.191241221769446	0.267736724274693	0.313846267475349	0.284647323414274	0.304027258012277	0.175951575340202	0.25864046009953	0.213031771789852	-0.3803936973791	-0.163260856463554	-0.373517247761863	-0.279323021440373	-0.0324643892062298	0.0457635618477075	0.185298469400022	0.117651767610166	0.109470227630924	-0.215435874177936	-0.0228057291145375	0.223238090749779	0.235076783135107	-0.413881477884251	0.221750795828696	0.112981499066333
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.111104729892413	-0.189857337605587	-0.0682659783602652	1.7401517513317e-07	0.0385923312222987	0.116407480906668	-0.181742540636718	0.311057238643198	0.159178831831893	-0.0926355725369284	0.177789028745079	0.0894701707865728	0.0670517004727646	0.0967145168159311	-0.203957346077718	-0.20581584648887	0.167777176583924	0.330810833003846	0.305395600477056	-0.22469104068131	-0.0677806793738945	0.0982067336299856	0.116186269219823	0.335109746412805	0.104322481988332	-0.101848881587166	0.0126302773011138	0.0953197632385224	0.0978777099049487	0.0596936029778474	0.145998634983547	-0.0859233317260051	-0.190678538346288	0.305729924344249	0.0408918397215554	0.129387373966948	-0.144004056939681	-0.181008502375598	-0.2270170361624	-0.138932976298628	-0.0923103077971969	0.263104956797199	0.340031312790383	0.0847573912673939	-0.0904022101009365	-0.0171126682573441	0.223285631456291	0.0200997753997574	0.163940663629348	-0.13723471328996	0.213230650064847	0.109716241679986	0.151816539605946	0.0163442493741607	0.245490144249825	0.0859289060133565	0.248196922204829	0.177194958977669	-0.21803572777098	-0.0177552337364401	-0.190908450102015	-0.0239354433365042	-0.15926307515518	0.304801052967325	0.0232637011539323	0.137423177081762	0.141698039957526	0.283778684318451	-0.169822633868053	-0.129479883667626	0.288433482571282	0.0632659009807871	-0.0166822526313149	-0.0577766070656066
HALLMARK_INFLAMMATORY_RESPONSE	0.0273024988735059	-0.127027077323719	0.0128681675419891	0.028170615912184	-0.0848595399763525	0.138450962266556	-0.126854928681242	0.35843609282401	0.122350955220701	-0.214314406252192	0.238169590660177	-0.0123557230418592	0.173488529118452	0.0377367296039636	-0.146009917843384	-0.278172711141034	0.234167240247455	0.140331865708308	0.244769146942599	-0.213288606203016	-0.120446517910855	0.173028767297436	0.247268033243704	0.36951447166118	0.160988983778085	-0.0421726779448374	0.179410294057327	0.187892461269439	0.096605927980535	0.0380644905347309	0.269282900204618	-0.0381983708783564	-0.269835302391614	0.349556793254534	-0.0149960767971008	0.00645603646425938	-0.0752517996895282	-0.172882397188534	-0.164194857771118	-0.228136701601062	-0.14867366527169	0.19142659370654	0.169736780390714	-0.00157049187025889	-0.133565123939977	0.148910351385394	0.308274248032915	0.0253984835231916	0.206973243140188	-0.107480524924895	0.245407808886128	0.0976297488967482	0.124471179729931	-0.0122971985111212	0.36683365837727	0.078828349443434	0.217096542965037	-0.004529602292401	-0.233253510684929	0.0283072171436229	-0.143477192345166	-0.027581330527358	-0.20077911402968	0.108427084823417	-0.104692017907429	0.161635299344977	0.164418146518343	0.328530264274318	-0.239916628501889	-0.0749444994729877	0.248410777972754	0.154315223854654	-0.0787343683187091	-0.16999080033661
HALLMARK_XENOBIOTIC_METABOLISM	0.108769929472525	0.0282968785838401	0.0116130052836439	0.0464652139704749	0.0373203771890195	0.0987722340028667	-0.0133083929000931	0.203828683192527	0.0813790055977158	-0.0487162128845943	0.07768347680541	0.0691639098549591	-9.38491328297453e-05	0.0941373008298923	-0.0214357734991797	-0.17392230151311	0.103649473714614	0.137217171150378	0.21800688568873	-0.0330305172473814	0.0322068234850845	0.0963230873090412	0.220544320311525	0.173481647984264	0.237369780536831	0.0160791938568714	0.0504887060963277	0.158109845449501	0.083287467497235	0.107701431758261	0.154252583883715	-0.0323502022669037	-0.0527281143342215	0.1574031611254	0.10383350672248	0.0200770473554787	-0.0808932364855443	-0.0799188058157656	-0.0178955261950594	0.00237236598364184	0.000434742086183046	0.0667192068803672	0.05461611608811	0.0792942222980508	-0.0535141465898196	0.0110719561369621	0.0944511360313281	-0.0260068160938416	0.137074453301955	-0.0103508142514165	0.196192365238596	0.0780490534152605	0.120331043693076	-0.0554728414871614	0.144543151850189	-0.0122519777903474	0.177895213267596	-0.0209232714200892	-0.0145989637379695	0.0907186949635465	0.00508758209524824	0.0453877049822799	-0.0925273087206131	0.12111671815101	-0.0741557390924305	0.0789329000729802	0.127875905856654	0.188814454525079	-0.0641428638591235	-0.074260958371643	0.171669788676374	0.115480173450619	0.0142747894356538	-0.0433062885829607
HALLMARK_FATTY_ACID_METABOLISM	-0.0343812067586779	0.0545428956468147	-0.0296735736616778	0.135550458827551	0.20240656477603	0.0597943286520428	-0.172148841320748	0.244640085645101	-0.0455403364396562	0.0490465460165439	0.0529086741847987	0.104600262796888	0.00285180154085597	0.0430942042823684	0.0609579914092223	-0.191175755755536	0.189454592894894	0.156626947313076	0.256322271242774	0.0122889321579505	-0.0164587339549866	0.202566187608793	0.212663722580624	0.204618530597604	0.0700129677948279	0.127712444344649	0.0171308530235498	0.248296208648077	0.0465439260193285	0.11144759254483	0.117591289594297	-0.0554919287045757	-0.0152738527023697	0.163768148245392	0.0210115047264847	0.00743195416331889	-0.113301081386075	-0.229370685003856	-0.197015348002743	-0.0221130084674709	0.0132579097398799	0.115438724307236	0.17493032622757	0.0865349746106993	-0.0243315027919839	-0.110323602709861	0.127140959779544	-0.125734297542971	0.202452220927956	-0.0500146098122801	0.189147986128742	0.143041485443734	0.190951227967602	-0.0806227916998528	0.222151872225804	0.00164877504535617	0.246733100900109	0.040680811456576	-0.0177255076745084	0.0774469226761059	-0.0314971682978144	0.108263549868951	-0.0875979954230254	0.0781244223865455	-0.100209135368254	0.108768418136544	0.0989231872260999	0.139695448173821	-0.049986893104472	-0.0834614816554964	0.120057111807654	0.0929083596548596	0.0285791238495781	0.00198933650119647
HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.105757224316809	0.172013901327817	-0.070131214543162	-0.0125275587684497	0.152256956305189	0.173280959381665	-0.310985812171255	0.231983604178073	0.0921901709720023	0.0256263988825368	0.0262791990432068	-0.00898841569116077	0.0264986090667456	-0.106895188704364	0.0874460882520325	-0.101830043840152	0.251295819020912	0.0863934368717286	0.305836419824274	0.0467150482149525	0.0148076352209595	0.00715054800932456	0.299331659006806	0.219145143781712	0.176952139482928	0.15866770962974	0.102004436017	0.215784347761328	0.118686217049848	0.22810021081981	0.287011123702366	0.0732503188208051	-0.0402188381122774	0.149941511683177	0.0731452494465585	0.0385577587211406	-0.105184385253445	-0.217308764197199	-0.00996962131264835	0.107181303580579	0.00827483014721215	0.0804887112421792	0.148064608149388	0.128536702571074	-0.206834092843184	-0.141215472670098	0.118732156667811	-0.137141356284508	0.127610334806925	0.0309794556169193	0.266813444098656	0.174552701607078	0.158035057876748	0.00221215258396757	0.166401873601502	0.0828281011276056	0.263643406378702	0.197870651114046	-0.101465657802298	0.0315026246591553	-0.0331304075944035	0.0288253499209065	-0.19389450235238	0.125973787617175	0.151047649109547	0.0369432417834524	0.0719811162249772	0.240455822737726	-0.122617588597971	0.097854071510295	0.192372275764857	0.128419289841051	-0.00644877513119867	-0.0803340464149286
HALLMARK_GLYCOLYSIS	0.0814851898843773	-0.11839577986702	-0.0451749556139803	-0.00467230096526418	0.0874084425828345	0.0716350213027735	-0.163983784514338	0.26991322170508	0.0319681712395709	0.0167283361205714	0.141862847427542	0.0642226352367595	0.0411697872869288	0.0137596615995534	-0.167407339419932	-0.026279676618761	0.148216824377026	0.194157948582791	0.155990480619222	-0.117039156652989	0.105190850420023	0.14792382796659	0.120729636360396	0.271140835949092	0.042753089034689	-0.0644388622830059	0.0274405430402315	0.135757050928695	0.0448947634678835	0.0546019824285554	0.159081167108993	-0.041850877076522	-0.113649720404793	0.221044138072385	0.101350842073692	0.09742389229515	-0.134053493808676	-0.163887741900674	-0.204417492399673	-0.111379169628376	-0.0336423383180762	0.194304468420322	0.278113747795484	0.0282077831226977	-0.103716859672093	-0.0536472894480441	0.219035143710766	-0.0686420256068967	0.147469395111972	-0.0169461426697866	0.179131667880355	0.180376185397603	0.190871954892544	0.0554138298409797	0.264853756129625	0.0703178476736137	0.264364974805215	0.175577392328715	-0.110556193639335	0.0482780400035666	-0.145244211091089	-0.0270111300456451	-0.0509605802768245	0.212747218661822	0.00462458564280279	0.111988953896589	0.154937884412571	0.157417505586797	-0.00957060025794444	-0.0988545047327608	0.23548368965796	-0.117188849848637	0.0870357788205338	0.0778672204242619
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	-0.102449280779997	-0.0521535883515123	-0.0671961389274268	-0.167600163942703	-0.0204289163520604	-0.0842039411429811	-0.144398493839024	0.32274219114865	-0.0803633980679045	-0.0747033955318654	0.181751059301174	-0.121579277736293	0.171139491971627	0.0599479398027873	-0.0362542922063277	-0.253059031700999	0.219617826754427	0.0141889625953562	0.316623362255841	-0.0537285575725669	-0.216949412317283	-0.144117380329446	0.288297081160785	0.299805428593823	0.0774505695931801	-0.0630212593878495	0.186482927171596	-0.0300274196070467	0.267195739747615	0.140686076206328	0.272408635659048	0.0015614737688105	-0.0961266078410426	0.21909799628011	-0.114042015071053	0.082626711483238	-0.30700288390642	-0.270723270004828	-0.144995910491913	0.00875494661117234	-0.181210920113381	0.109336036014318	0.192100015552381	-0.222468840320159	0.134547309646205	0.248031864147391	0.290358441822058	0.0358877217444698	0.217822784336466	-0.0226096862026637	0.284637357979438	-0.0101330466853907	0.117224247719563	-0.195334524832426	0.364768116303478	0.199700508624779	0.231813689753706	0.115757711474496	-0.00728343561409151	0.168966816108852	0.191786758103914	-0.0383663418234233	0.0813654878806029	-0.0857146400497162	-0.23723804841258	0.0672681845305443	0.215947826921441	0.189570411148003	-0.192199767567507	0.190963431511223	0.190621915942172	0.12108593111306	0.0103062337257861	-0.0962821894309082
HALLMARK_P53_PATHWAY	0.144846112671455	-0.12406959114717	0.0141406366969854	0.164307939766592	0.010910431403172	0.167918204325721	-0.1556651701969	0.261667528184206	0.149400228546022	-0.13190111059497	0.0910810704884567	0.102668278491415	0.112400242673933	-0.0341320684121392	-0.10994345277496	-0.191616059550648	0.133965332447113	0.223202875175635	0.162533122954692	-0.168780232125787	0.0472653053492659	0.13156305367499	0.167794979889772	0.268781164248714	0.110233014978952	-0.0951277845248811	0.113793842524155	0.107227919872154	0.119448946530825	0.0210395628252891	0.235818345938713	0.0510967660492219	-0.205821126124685	0.217969626530232	0.0670337848777878	0.0406533662483996	-0.112222740817459	-0.257660601616245	-0.0786492665461054	-0.144006485836875	-0.0412197211516152	0.165871782099619	0.227460141694441	0.0389085170407037	0.0238047672895747	-0.0243123636308841	0.230301209189024	-0.0363473847004723	0.130779082037305	0.0216779688241191	0.197476492004905	0.162414172285459	0.191478343194869	0.0127398446783017	0.27440469637312	0.0521463076441819	0.228892919486855	0.000967856117061325	-0.182408653191005	-0.0354185344443921	-0.0947288344022282	-0.0144511672170518	-0.146483570700575	0.249910278490416	-0.0476950731887066	0.153751758826357	0.124616363793751	0.161290656112245	-0.0459150236037226	-0.0831814343159946	0.159606581365318	0.0727790445410814	0.0377236015013411	-0.1023155598032
HALLMARK_UV_RESPONSE_UP	-0.00930246422838467	-0.0978713624441472	-0.0250444457004751	0.00524799065557467	0.0620937577525696	0.0247209875039079	-0.0395495432327798	0.181262166328083	0.0305094478621829	0.00509923411311113	-0.0234859694646229	0.128970142175061	0.169358198282978	-0.103976232614849	-0.0544187187839046	0.00743964774939883	0.155525818021145	0.196690551988368	0.088448849414	-0.0567651003022151	0.133456990733161	-0.00372325164896898	0.0925725946308452	0.212697862181827	0.0233955029088589	-0.0812008950393066	0.1177297541107	0.0534224284659105	0.188388209061759	0.14219790686036	0.149036499326272	0.0681706602806203	-0.132173699324596	0.141262365446874	0.0669825648433968	0.0869230187518196	-0.0864047699817666	-0.0785315300699479	-0.089275306511543	-0.0485961788984816	-0.0128698401378981	-0.00829160135545602	0.181556929276884	0.133821197371841	0.120379321240139	0.0519774082233359	0.136497638860318	0.144779596914039	0.083266628754692	-0.0191042753758241	0.150950272434774	0.102080751061631	0.203244041583118	0.0257744343517334	0.286524744604639	0.0992502335092229	0.189255832140572	0.00771441030124915	0.000663143671565216	-0.0530140035999502	0.0244062544756516	-0.0244522022513309	-0.036490252387729	0.097736252621731	-0.0107242087909806	0.0939238501661879	0.153485873825061	0.142030342431219	-0.00447476550695353	0.00787183619427493	0.11940232454859	0.122858295008761	0.0472091216286119	-0.00392391903446225
HALLMARK_UV_RESPONSE_DN	0.142018236198231	-0.0579393369723154	0.00305161110163983	0.0201311053697663	0.0369215484299302	0.0359452078188168	-0.162493870568356	0.290382357242114	0.0903490346881529	-0.040369769166493	0.161705877367013	0.0379767469431505	0.108001317657371	0.0300383013650981	-0.146552419118546	-0.114654479336548	0.139888677702173	0.288672794876811	0.235956921787747	-0.164795179988569	-0.073519023047344	0.0498812967221257	0.166318823640575	0.266598338346273	0.0551868770068469	0.0429555550786867	0.014274385814992	0.0560685458835344	0.0963590225462604	0.146508863998635	0.112717558276506	-0.0325960136540944	-0.108017269856999	0.249168885781946	0.0815265670615728	0.154298344455369	-0.214772020948744	-0.211007131863655	-0.206038343697649	0.0194285506188327	-0.0511157423677542	0.225377069172366	0.257828193192745	0.0715750324915518	-0.144904068490409	-0.0684169023378524	0.194735160886013	-0.0867387538179163	0.111644918505733	-0.0231438516229972	0.173673939648625	0.112387634246472	0.21607126026536	0.0809464205978768	0.224518243682584	0.0192135483837987	0.211074710071837	0.136624792512046	-0.0889928294987247	0.142916203493307	-0.0246007630335428	0.057154252480186	0.0261277427975081	0.199007639859665	0.0882425725733485	0.212244924490087	0.127717956678722	0.27843988179026	-0.135116730807063	0.0307802945765496	0.250508265205779	0.110862034113088	0.0193141771336314	0.039871408943945
HALLMARK_ANGIOGENESIS	0.104128569285909	-0.157821227724177	-0.0148840289604591	0.0900716184759905	0.095890533515371	0.261471130268762	-0.0803755385107056	0.308147279278834	0.249244028010303	-0.214182959351131	0.183320696944334	0.0462982823553436	0.178973896709082	0.116617897141473	-0.265191784066638	-0.174397331870682	0.119173855003153	0.294350221591787	0.285044314490056	-0.310153881914944	-0.021061914391517	0.0971185248691542	0.153722489155009	0.286141416243837	0.0733929701962028	-0.0842172018685828	0.0921556556277411	0.221178994726427	0.162033604755695	0.0159235264507847	0.0682008214348662	-0.0491047370697131	-0.212292607446013	0.287436707482215	0.0885878704401843	0.112014854216993	-0.299000749198269	-0.259703070957124	-0.266638404751323	-0.203022445658525	-0.0194761182865739	0.220947225722476	0.233712383631797	0.144333324896408	-0.203639321589572	-0.0310120703428497	0.314108502125829	-0.0770768113443816	0.192694760285673	-0.154983102689136	0.166923240643491	0.132237642476416	0.177082184982796	-0.00204427628982044	0.242025056913155	0.0121986535042082	0.196970331089761	0.141553909612216	-0.200223153599098	0.0118761145953758	-0.155602964767672	0.0216031805480343	-0.193740417315053	0.332213297442914	0.0166287868663003	0.303413090110472	0.244618319153763	0.36571844961332	-0.12723331442656	-0.157962850907418	0.274850957834353	0.0145377854184521	-0.00111255119715144	-0.0339055547012094
